Title,Author,Published Year,ISBN,Age Range,Book Format,Current Price,Image
Hallo byen!,Anna Fiske,2009,9788202309107,-,"inbunden, ",226 kr,https://s2.adlibris.com/images/13134419/hallo-byen.jpg
Dave Loves Chickens,Carlos Patino,2013,9781940184012,-,"inbunden, ",134 kr,https://s1.adlibris.com/images/14899158/dave-loves-chickens.jpg
Let's Find Mimi at Home,Katherine Lodge,2013,9780340999738,-,"pocket, ",84 kr,https://s1.adlibris.com/images/1251213/lets-find-mimi-at-home.jpg
Leave Me Alone,Kes Gray,2012,9781444900156,-,"häftad, ",84 kr,https://s1.adlibris.com/images/2757808/leave-me-alone.jpg
The Night World,Mordicai Gerstein,2015,9780316188227,-,"inbunden, ",157 kr,https://s2.adlibris.com/images/14879845/the-night-world.jpg
The Story of Peppa Pig,Inc. Scholastic,2013,9780545468053,-,"inbunden, ",91 kr,https://s2.adlibris.com/images/4525230/the-story-of-peppa-pig.jpg
Rats Saw God,Rob Thomas,2013,9781442457386,-,"häftad, ",123 kr,https://s2.adlibris.com/images/5457315/rats-saw-god.jpg
Rory the Dinosaur Wants a Pet,Liz Climo,2016,9780316277297,-,"inbunden, ",149 kr,https://s2.adlibris.com/images/22553217/rory-the-dinosaur-wants-a-pet.jpg
"Goodbye Summer, Hello Autumn",Kenard Pak,2016,9781627794152,-,"inbunden, ",134 kr,https://s1.adlibris.com/images/18274802/goodbye-summer-hello-autumn.jpg
Julia henter sokker,Eva Eriksson,2016,9788283150728,-,"inbunden, ",118 kr,https://s2.adlibris.com/images/26424242/julia-henter-sokker.jpg
Hugo och Holger,Oscar K.,2013,9789186625993,6-9,"inbunden, ",126 kr,https://s1.adlibris.com/images/594998/hugo-och-holger.jpg
Bear and Friends: Bear Snores On; Bear Wants More; Bear's New Friend,Karma Wilson,2015,9781481430333,-,"inbunden, ",200 kr,https://s1.adlibris.com/images/14618587/bear-and-friends-bear-snores-on-bear-wants-more-bears-new-friend.jpg
Making Friends is an Art,Julia Cook,2012,9781934490303,-,"häftad, ",106 kr,https://s1.adlibris.com/images/1438459/making-friends-is-an-art.jpg
Mythic Oracle,Carisa Mellado,2012,9781582703251,-,"pocket, ",157 kr,https://s2.adlibris.com/images/1218257/mythic-oracle.jpg
Some Kind of Happiness,Claire Legrand,2016,9781442466012,-,"inbunden, ",157 kr,https://s2.adlibris.com/images/21844880/some-kind-of-happiness.jpg
On the Moon,Anna Milbourne,2011,9781409539070,-,"häftad, ",58 kr,https://s1.adlibris.com/images/2572252/on-the-moon.jpg
Little Frog and the Scary Autumn Thing,Jane Yolen,2016,9781943978014,-,"inbunden, ",142 kr,https://s2.adlibris.com/images/23570727/little-frog-and-the-scary-autumn-thing.jpg
Spirited Away Picture Book,Hayao Miyazaki,2002,9781569317969,-,"inbunden, ",134 kr,https://s1.adlibris.com/images/1063829/spirited-away-picture-book.jpg
Happy Cat (a Noisy Book),Jane Wolfe,2015,9781843227205,-,"kartonnage, ",59 kr,https://s1.adlibris.com/images/14624607/happy-cat-a-noisy-book.jpg
Lillebror leker - Ro efter träskor,Jujja Wieslander,2014,9789129696028,-,"Ljudbok, ",21 kr,https://s2.adlibris.com/images/13683124/lillebror-leker---ro-efter-traskor.jpg
GRUFFALO SONG AND OTHER SONGS,JULIA DONALDSON,2006,9781405022347,-,"häftad, ",93 kr,https://s1.adlibris.com/images/3872534/gruffalo-song-and-other-songs.jpg
Elmer's Colours,David McKee,2002,9781840590609,-,"inbunden, ",69 kr,https://s1.adlibris.com/images/2645433/elmers-colours.jpg
Max och Maja. Godnattgrodan,Axel Scheffler,2014,9789150116076,0-3,"inbunden, ",99 kr,https://s1.adlibris.com/images/308646/max-och-maja-godnattgrodan.jpg
Dr. Seuss's Sleep Softly Book,Dr Seuss,2012,9780375870033,-,"inbunden, ",113 kr,https://s2.adlibris.com/images/28781/dr-seusss-sleep-softly-book.jpg
Björnar i badet,-,2015,9789523080058,-,"inbunden, ",86 kr,https://s1.adlibris.com/images/13440962/bjornar-i-badet.jpg
The Fox Chase,Sven Nordqvist,2015,9780735842151,-,"inbunden, ",148 kr,https://s1.adlibris.com/images/15770648/the-fox-chase.jpg
Seven Wonders Book 3: The Tomb of Shadows,Peter Lerangis,2015,9780062070470,-,"häftad, ",77 kr,https://s2.adlibris.com/images/13044299/seven-wonders-book-3-the-tomb-of-shadows.jpg
The Colossus Rises,Peter Lerangis,2013,9780062070418,-,"häftad, ",77 kr,https://s2.adlibris.com/images/2211341/the-colossus-rises.jpg
"He he, Hasse",Tore Renberg,2012,9789173552493,-,"inbunden, ",126 kr,https://s2.adlibris.com/images/890959/he-he-hasse.jpg
Peanut,David Lucas,2008,9781406310283,-,"inbunden, ",124 kr,https://s1.adlibris.com/images/981154/peanut.jpg
This Is Ireland,Miroslav Sasek,2005,9780789312242,-,"inbunden, ",114 kr,https://s2.adlibris.com/images/1555063/this-is-ireland.jpg
Dinosaur School,Dick King-Smith,2002,9780141312958,-,"storpocket, ",63 kr,https://s2.adlibris.com/images/2858015/dinosaur-school.jpg
"Fleecepappan, farfar och griskaninen",Paola Russo,2014,9789185841530,3-6,"inbunden, ",126 kr,https://s1.adlibris.com/images/6073628/fleecepappan-farfar-och-griskaninen.jpg
Skyscraping,Cordelia Jensen,2015,9780399167713,-,"inbunden, ",178 kr,https://s1.adlibris.com/images/14573200/skyscraping.jpg
Spy School,Stuart Gibbs,2013,9781442421837,-,"häftad, ",84 kr,https://s1.adlibris.com/images/2787024/spy-school.jpg
Ar Strae Beagan (A Bit Lost),Chris Haughton,2012,9781406341065,-,"häftad, ",69 kr,https://s1.adlibris.com/images/3160037/ar-strae-beagan-a-bit-lost.jpg
Mr. Clumsy,Roger Hargreaves,2000,9780843176179,-,"häftad, ",56 kr,https://s1.adlibris.com/images/3024858/mr-clumsy.jpg
Black Ice,Becca Fitzpatrick,2015,9781442474277,-,"häftad, ",106 kr,https://s2.adlibris.com/images/16086215/black-ice.jpg
Madicken och Lisabet på Junibacken,Astrid Lindgren,2009,9789129669701,3-6,"kartonnage, ",138 kr,https://s2.adlibris.com/images/1217/madicken-och-lisabet-pa-junibacken.jpg
The Jungle Book: A Pop-Up Adventure,Matthew Reinhart,2006,9781416918240,-,"inbunden, ",281 kr,https://s2.adlibris.com/images/142530/the-jungle-book-a-pop-up-adventure.jpg
Kalles Kurragömma,Richard Scarry,2015,9789176172551,3-6,"board book, ",96 kr,https://s1.adlibris.com/images/16789512/kalles-kurragomma.jpg
Some Dogs Do,Jez Alborough,2004,9781844284573,-,"häftad, ",69 kr,https://s1.adlibris.com/images/2990742/some-dogs-do.jpg
The Genius of Leonardo Da Vinci,Guido Visconti,2016,9781782852773,-,"pocket, ",80 kr,https://s1.adlibris.com/images/22350787/the-genius-of-leonardo-da-vinci.jpg
Elmer's Weather,David McKee,2002,9781840590777,-,"inbunden, ",78 kr,https://s1.adlibris.com/images/1357432/elmers-weather.jpg
Mr. Wrong,Roger Hargreaves,2010,9780843133356,-,"häftad, ",56 kr,https://s2.adlibris.com/images/5937150/mr-wrong.jpg
Diary of a Worm,Doreen Cronin,2012,9780007455904,-,"häftad, ",80 kr,https://s1.adlibris.com/images/521459/diary-of-a-worm.jpg
The Teacher from the Black Lagoon,Mike Thaler,2008,9780545065221,-,"häftad, ",56 kr,https://s1.adlibris.com/images/6826771/the-teacher-from-the-black-lagoon.jpg
Från gård till gaffel - grisens liv,Josephine A Andersson,2014,9789198099980,3-6,"inbunden, ",132 kr,https://s1.adlibris.com/images/15903194/fran-gard-till-gaffel---grisens-liv.jpg
Förbaskade träd!,Kristina Murray Brodin,2014,9789172996533,3-6,"inbunden, ",108 kr,https://s2.adlibris.com/images/826139/forbaskade-trad.jpg
Peter Pan,Robert Sabuda,2008,9780689853647,-,"inbunden, ",244 kr,https://s2.adlibris.com/images/142551/peter-pan.jpg
Everything That Makes You,Moriah McStay,2015,9780062295484,-,"inbunden, ",178 kr,https://s2.adlibris.com/images/13271215/everything-that-makes-you.jpg
Dragonbreath #3: Curse of the Were-Wiener,Ursula Vernon,2010,9780803734692,-,"inbunden, ",120 kr,https://s2.adlibris.com/images/43088/dragonbreath-3-curse-of-the-were-wiener.jpg
Duck & Goose Colors,Tad Hills,2015,9780553508062,-,"inbunden, ",77 kr,https://s1.adlibris.com/images/13244873/duck-goose-colors.jpg
"Pelé, Kaká och jag",Anna Ehn,2013,9789172995499,3-6,"inbunden, ",108 kr,https://s2.adlibris.com/images/555493/pele-kaka-och-jag.jpg
"Duck & Goose, Here Comes the Easter Bunny!",Tad Hills,2012,9780375872808,-,"inbunden, ",84 kr,https://s2.adlibris.com/images/1586643/duck-goose-here-comes-the-easter-bunny.jpg
Duck & Goose,Tad Hills,2006,9780375836114,-,"inbunden, ",157 kr,https://s1.adlibris.com/images/2347032/duck-goose.jpg
Duck & Goose Find a Pumpkin,Tad Hills,2012,9780307981554,-,"inbunden, ",106 kr,https://s1.adlibris.com/images/2347028/duck-goose-find-a-pumpkin.jpg
"Duck & Goose, Let's Dance!",Tad Hills,2016,9780385372459,-,"inbunden, ",91 kr,https://s2.adlibris.com/images/16867918/duck-goose-lets-dance.jpg
Flickan som inte ville börja skolan,Birgitta Ekman,2005,9789178666164,3-6,"inbunden, ",132 kr,https://s2.adlibris.com/images/1321343/flickan-som-inte-ville-borja-skolan.jpg
A New Coat for Anna,Harriet Ziefert,1988,9780394898612,-,"pocket, ",84 kr,https://s1.adlibris.com/images/1560671/a-new-coat-for-anna.jpg
Har du sett på gräshoppan!,Gunilla Ingves,2007,9789127409675,-,"häftad, ",93 kr,https://s1.adlibris.com/images/534892/har-du-sett-pa-grashoppan.jpg
Findus and the Fox,Sven Nordqvist,2009,9781903458877,-,"inbunden, ",134 kr,https://s1.adlibris.com/images/234857/findus-and-the-fox.jpg
Findus Plants Meatballs,Sven Nordqvist,2013,9781907359293,-,"inbunden, ",223 kr,https://s1.adlibris.com/images/1047357/findus-plants-meatballs.jpg
Dela med dig : lämna ingen utanför,Ulrika Slottner,2011,9789197888653,3-6,"inbunden, ",81 kr,https://s2.adlibris.com/images/21854/dela-med-dig-lamna-ingen-utanfor.jpg
Van Gogh and the Sunflowers,Laurence Anholt,2007,9780764138546,-,"häftad, ",107 kr,https://s2.adlibris.com/images/257837/van-gogh-and-the-sunflowers.jpg
Picasso and the Girl with a Ponytail,Laurence Anholt,2007,9780764138539,-,"häftad, ",107 kr,https://s2.adlibris.com/images/257827/picasso-and-the-girl-with-a-ponytail.jpg
En sann historia,Lena Frölander-Ulf,2014,9789515234537,3-6,"kartonnage, ",125 kr,https://s2.adlibris.com/images/12475514/en-sann-historia.jpg
Teddy Bear Says Good Night,Suzy Senior,2014,9780745964362,-,"inbunden, ",51 kr,https://s2.adlibris.com/images/11364168/teddy-bear-says-good-night.jpg
Good Night,Jane E. Gerver,2015,9781629794150,-,"inbunden, ",63 kr,https://s2.adlibris.com/images/15844141/good-night.jpg
"Good Night, Little Dragons",Leigh Ann Tyson,2012,9780307929570,-,"inbunden, ",63 kr,https://s2.adlibris.com/images/3932121/good-night-little-dragons.jpg
White Cat,Holly Black,2011,9781416963974,-,"häftad, ",91 kr,https://s1.adlibris.com/images/4994479/white-cat.jpg
The Fox,Margaret Wild,2010,9781742373195,-,"inbunden, ",131 kr,https://s1.adlibris.com/images/309426/the-fox.jpg
Blood of My Blood,Barry Lyga,2014,9780316198707,-,"inbunden, ",157 kr,https://s2.adlibris.com/images/11366003/blood-of-my-blood.jpg
The Unwanteds: The Unwanteds; Island of Silence; Island of Fire,Lisa McMann,2013,9781442494503,-,"inbunden, ",466 kr,https://s2.adlibris.com/images/1402965/the-unwanteds-the-unwanteds-island-of-silence-island-of-fire.jpg
Mio mera fart,Maria Nilsson Thore,2015,9789163880506,0-3,"E-bok, ",32 kr,https://s2.adlibris.com/images/15763667/mio-mera-fart.jpg
Kråke hjälper till,Marie Bosson Rydell,2015,9789175771656,-,"E-bok, ",69 kr,https://s2.adlibris.com/images/16759460/krake-hjalper-till.jpg
Uni the Unicorn,Amy Rosenthal,2014,9780385375559,-,"inbunden, ",169 kr,https://s2.adlibris.com/images/11172139/uni-the-unicorn.jpg
Shiver Me Letters,June Sobel,2009,9780152066796,-,"pocket, ",99 kr,https://s2.adlibris.com/images/179826/shiver-me-letters.jpg
Fat Angie,E. E. Charlton-Trujillo,2013,9780763661199,-,"inbunden, ",149 kr,https://s1.adlibris.com/images/4005972/fat-angie.jpg
How to Train Your Dragon Special Edition: With Brand New Short Stories!,Cressida Cowell,2014,9780316407472,-,"häftad, ",115 kr,https://s1.adlibris.com/images/11376547/how-to-train-your-dragon-special-edition-with-brand-new-short-stories.jpg
Knuffle Bunny: A Cautionary Tale,Mo Willems,2004,9780786818709,-,"inbunden, ",178 kr,https://s2.adlibris.com/images/1381338/knuffle-bunny-a-cautionary-tale.jpg
Peppa's Storytime Box (Peppa Pig),Scholastic,2016,9780545925440,-,"inbunden, ",106 kr,https://s1.adlibris.com/images/22883973/peppas-storytime-box-peppa-pig.jpg
Peppa Pig and the Camping Trip,Candlewick Press,2016,9780763687410,-,"inbunden, ",120 kr,https://s1.adlibris.com/images/19776389/peppa-pig-and-the-camping-trip.jpg
The Sweet Far Thing,Libba Bray,2009,9780440237778,-,"häftad, ",123 kr,https://s1.adlibris.com/images/541000/the-sweet-far-thing.jpg
Shopkins Sweet Treats/Cheeky Chocolate (Sticker and Activity Book),Little Bee Books,2015,9781499802245,-,"häftad, ",70 kr,https://s1.adlibris.com/images/17143445/shopkins-sweet-treatscheeky-chocolate-sticker-and-activity-book.jpg
It's a Dog's Life,Michael Morpurgo,2011,9781405213370,-,"pocket, ",77 kr,https://s1.adlibris.com/images/4316637/its-a-dogs-life.jpg
Sally & lilla lammet,Mattin,2015,9789175331171,3-6,"inbunden, ",135 kr,https://s1.adlibris.com/images/22788836/sally-lilla-lammet.jpg
Jag tycker inte om vatten,Eva Lindström,2010,9789150112467,3-6,"inbunden, ",111 kr,https://s1.adlibris.com/images/731640/jag-tycker-inte-om-vatten.jpg
How to Live Forever,Colin Thompson,1998,9780099461814,-,"häftad, ",91 kr,https://s2.adlibris.com/images/1754913/how-to-live-forever.jpg
Lo Mejor de Hans Christian Andersen En Espanol Moderno,Hans Christian Andersen,2013,9781494854676,-,"häftad, ",139 kr,https://s2.adlibris.com/images/11134591/lo-mejor-de-hans-christian-andersen-en-espanol-moderno.jpg
Musnet 1,Kickliy,2016,9781941250099,-,"inbunden, ",171 kr,https://s2.adlibris.com/images/21909631/musnet-1.jpg
I Am Not Sleepy and I Will Not Go to Bed,Lauren Child,2007,9781846168840,-,"häftad, ",84 kr,https://s1.adlibris.com/images/314676/i-am-not-sleepy-and-i-will-not-go-to-bed.jpg
Warriors Guide: Enter the Clans [Companion Bindup],Erin Hunter,2012,9780062102393,-,"storpocket, ",84 kr,https://s2.adlibris.com/images/3484143/warriors-guide-enter-the-clans-companion-bindup.jpg
Meet Me Here,Bryan Bliss,2016,9780062275387,-,"inbunden, ",157 kr,https://s2.adlibris.com/images/21654830/meet-me-here.jpg
The Witches of Worm,Zilpha Keatley Snyder,2009,9781416990536,-,"häftad, ",99 kr,https://s2.adlibris.com/images/1332306/the-witches-of-worm.jpg
Åke och hans ö,Petter Lidbeck,2010,9789127119109,3-6,"kartonnage, ",120 kr,https://s2.adlibris.com/images/25144/ake-och-hans-o.jpg
Hilda och Frank på utflykt,Markus Majaluoma,2014,9789174431117,3-6,"inbunden, ",84 kr,https://s2.adlibris.com/images/2608402/hilda-och-frank-pa-utflykt.jpg
"Goodnight, Dragons [Padded Board Book]",Judith Roth,2015,9781484721902,-,"inbunden, ",91 kr,https://s2.adlibris.com/images/12846134/goodnight-dragons-padded-board-book.jpg
Sally blir kidnappad,Mattin,2016,9789175331355,-,"inbunden, ",135 kr,https://s2.adlibris.com/images/24810705/sally-blir-kidnappad.jpg
Himlen suger,Andreas Hasselberg,2015,9789175771847,-,"E-bok, ",76 kr,https://s1.adlibris.com/images/16456317/himlen-suger.jpg
Det förbjudna discot,Saga Vesterberg,2014,9789187227417,-,"E-bok, ",47 kr,https://s1.adlibris.com/images/12992814/det-forbjudna-discot.jpg
The Brightest Night,Tui T. Sutherland,2015,9780545349277,-,"häftad, ",77 kr,https://s2.adlibris.com/images/14662913/the-brightest-night.jpg
Djurungar på gården,Oskar Jonsson,2015,9789163885303,0-3,"E-bok, ",32 kr,https://s2.adlibris.com/images/16674579/djurungar-pa-garden.jpg
Froggy Gets Dressed,Jonathan London,1994,9780140544572,-,"häftad, ",77 kr,https://s2.adlibris.com/images/574328/froggy-gets-dressed.jpg
Being Sloane Jacobs,Lauren Morrill,2015,9780385741804,-,"häftad, ",115 kr,https://s1.adlibris.com/images/14560570/being-sloane-jacobs.jpg
"Mediterranean Holiday: Or, How I Moved to a Tiny Island and Found the Love of My Life",Kate Cann,2007,9780061152160,-,"häftad, ",89 kr,https://s1.adlibris.com/images/724331/mediterranean-holiday-or-how-i-moved-to-a-tiny-island-and-found-the-love-of-my-life.jpg
The Divergent Series Boxed Set: Divergent/Insrugent/Allegiant,Veronica Roth,2013,9780062287342,-,"häftad, ",272 kr,https://s2.adlibris.com/images/2712168/the-divergent-series-boxed-set-divergentinsrugentallegiant.jpg
Le Avventure Di Pinocchio: Il Piu Venduto Bambini Storia (Illustrato),Carlo Collodi,2013,9781482775990,-,"häftad, ",120 kr,https://s1.adlibris.com/images/22665751/le-avventure-di-pinocchio-il-piu-venduto-bambini-storia-illustrato.jpg
Olivia and the Fairy Princesses,Ian Falconer,2013,9781471117756,-,"häftad, ",87 kr,https://s1.adlibris.com/images/416248/olivia-and-the-fairy-princesses.jpg
I Love My Little Storybook,Anita Jeram,2010,9780763648060,-,"inbunden, ",84 kr,https://s2.adlibris.com/images/766943/i-love-my-little-storybook.jpg
"You Are Special, Daniel Tiger!",Angela C. Santomero,2015,9781481438384,-,"häftad, ",56 kr,https://s1.adlibris.com/images/14570143/you-are-special-daniel-tiger.jpg
The One and Only Ivan,Katherine Applegate,2015,9780061992278,-,"häftad, ",84 kr,https://s1.adlibris.com/images/1012462/the-one-and-only-ivan.jpg
Siris sommar,Ylva Westerström,2013,9789187227998,-,"E-bok, ",47 kr,https://s2.adlibris.com/images/3964800/siris-sommar.jpg
Clownen Frank letar efter sin näsa,Abanob Yousef,2013,9789187227905,-,"E-bok, ",47 kr,https://s1.adlibris.com/images/4944269/clownen-frank-letar-efter-sin-nasa.jpg
Patricks äventyr,Hilda Svanström,2015,9789187227264,-,"E-bok, ",47 kr,https://s2.adlibris.com/images/15814699/patricks-aventyr.jpg
Skorna,Sokol Kastrati,2015,9789187913303,-,"E-bok, ",47 kr,https://s2.adlibris.com/images/17556737/skorna.jpg
Karatetävlingen,Andreas Lindström,2013,9789187227653,-,"E-bok, ",47 kr,https://s2.adlibris.com/images/8132982/karatetavlingen.jpg
Olles djur,Isac Olsson,2013,9789187227677,-,"E-bok, ",47 kr,https://s2.adlibris.com/images/8335731/olles-djur.jpg
Mysteriet på campingen,Elias Pihl,2013,9789187227660,-,"E-bok, ",47 kr,https://s1.adlibris.com/images/8097976/mysteriet-pa-campingen.jpg
Innebandymatchen,Martin Olsson Törnström,2015,9789187227257,-,"E-bok, ",47 kr,https://s1.adlibris.com/images/15814496/innebandymatchen.jpg
Mitt Liv,Basrin Omar,2013,9789187227943,-,"E-bok, ",47 kr,https://s2.adlibris.com/images/4665205/mitt-liv.jpg
Den sjuka kaninen,Natali Matti,2013,9789187227981,-,"E-bok, ",47 kr,https://s1.adlibris.com/images/489453/den-sjuka-kaninen.jpg
Drömmen,Aida Cerimagic,2015,9789187913259,-,"E-bok, ",47 kr,https://s2.adlibris.com/images/17556736/drommen.jpg
Det bästa hockeylaget,Thaiwakon Filipsson,2013,9789187227974,-,"E-bok, ",47 kr,https://s1.adlibris.com/images/957193/det-basta-hockeylaget.jpg
Lisa spelar fotboll,Alan Shekho,2014,9789187227486,-,"E-bok, ",47 kr,https://s1.adlibris.com/images/12992809/lisa-spelar-fotboll.jpg
Elsa och Fjolle,Nova Tjulin,2013,9789187227622,-,"E-bok, ",47 kr,https://s1.adlibris.com/images/8102386/elsa-och-fjolle.jpg
Gamle mannens hemlighet,Tuva Barklund,2015,9789187227240,-,"E-bok, ",47 kr,https://s1.adlibris.com/images/15814495/gamle-mannens-hemlighet.jpg
"Snowstorm, en vacker häst",Malin Lokrantz,2013,9789187227691,-,"E-bok, ",47 kr,https://s2.adlibris.com/images/8115787/snowstorm-en-vacker-hast.jpg
Tommy träffade indianer,Isac Magnusson,2015,9789187227288,-,"E-bok, ",47 kr,https://s1.adlibris.com/images/15814383/tommy-traffade-indianer.jpg
Lisa och Monty,Eliza Arslan,2014,9789187227479,-,"E-bok, ",47 kr,https://s1.adlibris.com/images/12992828/lisa-och-monty.jpg
Ovänner,Fatima Akram,2015,9789187913297,-,"E-bok, ",47 kr,https://s1.adlibris.com/images/17558614/ovanner.jpg
Pidis äventyr,Max Fernström,2013,9789187227684,-,"E-bok, ",47 kr,https://s1.adlibris.com/images/8100427/pidis-aventyr.jpg
Mitt nya liv,Tuva Westerström,2015,9789187913280,-,"E-bok, ",47 kr,https://s2.adlibris.com/images/17561467/mitt-nya-liv.jpg
Den försvunna diamanten,Nawaf Abdul Rahman,2013,9789187227929,-,"E-bok, ",47 kr,https://s2.adlibris.com/images/1649627/den-forsvunna-diamanten.jpg
